用户ID,评论文本,发布时间标签,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级
198462391,我不明白为什么偌大的青秀山门票优惠政策就是不能落地，我的父亲80多岁了，网上买了优惠票，进园工作人员以没有带实体身份证为由，不予给予优惠，逼得我重新买一张成人票才能入园，一个看起来就是老年人的人不能享受老人优惠，出示证件照片还不行，说什么要拍印有公安机关那一面才行，有头像有身份证号码那一面都不算！难道为了省你这十块钱我还要制个假证开糊弄你？你看人家园博园，我出示证件照片就可以享受优惠政策了，也没见要出示原件的这种硬性要求，我想起之前被炒的很热的，医务工作者必须要带实体证明文件才能进青秀山这个，真的让人心寒……我爱人也是一名义务工作者，去年我们去了阳朔，出示证件照片一样也可以入园。从一个小小的优惠政策落地就可以看出青秀山景区管理欠缺人性化，在这个比拼服务质量的今天，不想着怎么提升自己的服务质量吸引顾客，老是盯着这十几二十的门票钱，怎么能使游客满意，怎么得到长足发展？,2021-06-11 发布点评,,0.0,0.0,0.0,12,0,,0
48819950,挺无语的…路过南宁说歇一脚，医护免票这个景区必须见原件才执行…原件带本人照片的照片，支付宝天使码什么都不认…不知道有几个单位原件是能自己拿在手里的…第一次遇到这种情况，不知道是不是外省的原因…景区所谓减免实在有点走形式主义了。景色很好。,2020-06-11 发布点评,,4.0,3.0,3.0,5,0,,0
14881692,最烦景区为了多挣钱折腾人，一进门有四人游览车租赁点，但是90一小时8公里时速，你不想租车想快速去其他门和景区得坐小火车还得往里走将近1公里，到了车站坐到南门终点站才1.3公里，为了省力气你得走一公里才能坐火车，我就想问问，火车站为什么不能直接设在门口？！就因为影响小车租赁吗,2026-03-01 发布点评,广西,5.0,3.0,1.0,0,0,家庭亲子,0
17235554,破景区，还是五A，观光车列出来几号线路线图从哪里到哪里这么多站，只要下车就得重新买票，说什么坐一次买一次，卖票的售票员也不告知，问她就说自己看，司机也不说，你们这么多站光坐车得多少钱！坑人的景区！你们不包回来总得包前进吧，只要下一次车票就作废了，太坑人了！差评,2024-11-22 发布点评,广西,1.0,1.0,1.0,4,1,陪同父母,0
56672069,"非常垃圾的一个公园，完全不明白怎么评出来的5A,这个公园没有历史，全部是新建的，到处是宽阔的沥青路，而大部分时间只能沿着这样的马路走，而且要忍受着不时从你身边缓慢行驶过的各类施工车辆。声音比拖拉机还大的汽油观光车，清扫车。少量的阶梯步道，修的宽敞气派，时不时还有小广场，把人和自然完美的分割开。逛这个公园给人的感觉就是，听着噪音，吸着尾气，压马路。",2019-06-22 发布点评,,1.0,0.0,0.0,6,0,,0
118236785,很普普通通的一个绿植公园，城市的人民公园。,2021-04-26 发布点评,,2.0,2.0,1.0,1,0,,0
15712901,服务特别差 工作人员管理差 外地朋友来景区不知如何浏览 咨询工作人员后 被告知需要出园 出去后又说在园区内 回来又不让进园区了 大大小小7人被来回折腾 体验感极差 园区景色挺好 希望加强对工作人员培训 服务好才是城市的形象啊,2026-03-02 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
176699011,没有介绍，指引牌也不醒目，坐游览车一圈下来也没解说一下哪里，下车再上车后在买票，坐游览车回来后来还是看*音才发现走路过去自己想去的景点，浪费太多时间，路牌太不明显门口又没有线路图，哎作为广东第一次来广西失望,2025-09-17 发布点评,广西,1.0,1.0,1.0,1,0,家庭亲子,0
226899227,晚进去还要48门票进去才玩一个多小时，别人提早进入20元玩一天，太坑了。。而且晚上进去基本都是那些提早进去的人把能看表演的地方围得水泄不通，表演根本没法看到。。人挤人也不安全，真的人太多了。。以后绝对不去凑人热闹！这次体验很差很差,2025-02-05 发布点评,广西,1.0,1.0,1.0,1,0,其他出游,0
271210748,【性价比】不高，建议大家绝对不要乘坐景区的小火车，小火车奇慢无比，票价十元，速度慢。游览车速度快票价便宜，小火车的司机车技很菜，连个半坡起步都做不到，差评差评差评差评差评。,2024-02-15 发布点评,广西,1.0,1.0,1.0,0,0,,0
712233552,景区的导览图简直一坨* 工作人员*******你两个景区连接 又有路 上面未有任何标注 走了四十多分钟 显示未对游客开放？你耍猴呢？ 太多人工合成的假花 塑料感拉满 毫无体验 建议不要来了,2026-02-13 发布点评,广西,3.0,1.0,1.0,0,0,其他出游,0
752883806,大老远坐车，带着两个孩子，一个婴儿推车，一个平衡车，娃儿开开心心地走到门口，工作人员不给带平衡车进入，孩子哭了好久，也哄了好久，还是哄不好，我真是火大得很，我只想说这个规矩能不能改一下，这么小的车带进去有什么安全隐患吗，请告诉我？？？扫了孩子的兴不说，进到公园里又一直叫大人抱，我强烈抗议这个规定，要求撤掉，重新修改,2026-01-06 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
53514007,名票虽然不贵，但是公园内部的景交车设计全是坑，有观光1、2号线，有小火车1、2线，分别开往不同的方向，得不停的打听才知道怎么坐。另外只要下车再上车就要钱，观光车5元，小火车10元，看似不贵但架不住点多啊，我玩了半天都想看看，花了60元。就不能设计成一次购票循环无限次使用的交通票吗？吃相太难看。,2025-03-31 发布点评,河北,5.0,1.0,1.0,2,0,朋友出游,0
369671378,景色很美，但是吃相难看下午北门入园，逛完北门附近景点后，花费10元观光车前往东门，本想看莫奈花园和叶子公园，去了之后发现东区景点被围在灯会区域内无法进入，要想进只能再买灯会票，无奈只能做观光车返回。相当于额外支出¥20，且园区没有尽到告知义务，白跑一趟的人并不少，大家注意必抗,2025-01-31 发布点评,广西,1.0,1.0,1.0,2,0,陪同父母,0
384561864,差的什么都不想说，这么大的公园连个坐着休息的地方都没有，说看三角梅呵呵，毛都没有，光秃秃，区间车连个联票都没有，上车下车就要重新买票，唉很失望，没事别来了,2025-10-18 发布点评,广西,1.0,1.0,1.0,0,0,情侣夫妻,0
492991349,太会圈钱了，明明门口烤肠卖6元说内外同价，进去了就卖8元，售车票的工作人员态度极差，很不耐烦的样子，怎么了累死她了吗，她烦我们不烦吗,2023-03-05 发布点评,广西,3.0,2.0,1.0,1,0,,0
232655143,差评，买了两张去北门的票，一共40元，中间很多景点，买票的时候没有人告知中间不能下车，卖票的还说中间可以换车。太差劲，中间景点下车门票就失效。前后不知道咋走，也没有卖票的，还要走回去。,2026-03-02 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
193250069,不推荐。景区交通不便，尤其东北区域。到了桂园以后十万八千里都没车，好不容易长途跋涉到了站点，等了二十分钟没车，打电话才有车。景色一般，娱乐一般，就是个大型市区公园，除了面积大没有什么特色，不推荐,2025-10-24 发布点评,广西,2.0,2.0,1.0,1,0,其他出游,0
563594072,景区很大，但是服务很差，没有人告诉你还怎么坐车玩哪里西门那边没有什么玩的，坐了圈观光车，坐一站一收费，从西门又去东北一人20，到了东门还得收个夜灯展的钱28，真是步步为营利,2026-02-15 发布点评,天津,3.0,1.0,1.0,0,0,陪同父母,0
584199310,大家注意青秀山东门里面的饮料过期的！两个小孩喝了一半才发现，希望青秀区管理人员认真注重饮食安全，严肃处理过期产品！旅游体验 ：差评 差评,2026-02-03 发布点评,广东,5.0,1.0,1.0,0,0,家庭亲子,0
565685062,携程的服务太差了，设置个一票三天用，但是连电子身份证都刷不了，找到服务员也没用，你忘记带身份证你就进不去，只能退了重新买单次票差评，体验感不好，服务差劲！,2025-12-31 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
7295281,不值得来，入园也不知道去哪里，原来还有去各个主要景点的游览车，现在还不如十年前，只有固定线路固定价格游览车，上一次花一次钱，去哪里问工作人员一问三不知。,2025-12-16 发布点评,广西,1.0,1.0,1.0,0,0,陪同父母,0
280168756,里面纯走路。5km以上，没有交通工具。这绝对是一个大坑，服务基本为零。,2026-02-12 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
227011700,差评，工作人员服务态度差也不跟游客介绍清楚游玩路线，车票单次票中途下车就作废需要重新在购买，一点不人性化，公园导标不清晰，卫生间导标少，卫生间距离太远,2025-09-11 发布点评,广西,4.0,1.0,1.0,0,0,朋友出游,0
182718774,环境不错，但是观光车和小火车的路线设计非常非常不合理，每个站点标识不明确！！！走很远都没有车！！！！！有车也不在站点以外的地方停！太难走了！！！！！！,2025-08-02 发布点评,广西,5.0,1.0,1.0,0,0,家庭亲子,0
226795181,我们也没带身份证出门，但是手机上有身份证照片，还让我们回去拿身份证才能进入，当时老人还背着孩子，青秀山再也不会去了，什么时候变得那么不人性化？,2026-03-08 发布点评,广西,4.0,1.0,1.0,0,0,家庭亲子,0
33900544,购票很方便，电子票直接验票就好了，直接在大门口扫码就进去了，特别快速方便，晚上也可以直接扫码入园，山上没多少人很隐私很方便，可以待到天亮看日出,2025-05-17 发布点评,广西,1.0,1.0,1.0,0,0,情侣夫妻,0
151621368,入住的时候要求给一个安静的房间，结果服务员还是给贴着电梯的，电梯超得跟拖拉机一样，超级难受的一个晚上,2025-11-09 发布点评,江苏,5.0,1.0,1.0,0,0,家庭亲子,0
228839129,性价比不是很好，从进门收费，坐车收费，观看灯展还要收费，很大，很美，下次再也不来了，逛起来很累。,2026-02-14 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
51385534,坐观光车5元一次，下车后又是5元，买票前也不提示是一站票，提示是一站票我都不会下车，感觉好坑？,2019-11-30 发布点评,,1.0,0.0,0.0,2,0,,0
640705762,准备过年了连门票都坑的要死，需要身份证，才能进来，OK!我没拿身份证身份证照片那个**就是不给进去，怪不得很多大学生都不来呢，真该,2025-01-12 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
527984495,山上亭子垃圾满地是，上山之后下去还得买票，灯会区划分不明显，牌子也不写清楚，东门上来没有其他路下山只能绕到北门去，，，吃相真难看,2026-02-22 发布点评,广西,2.0,1.0,1.0,0,0,陪同父母,0
237407862,景色一般，路途非常远，整个山里都是一股臭味，各种各样的臭味都有。工作人员还瞎指路，指的出口没有路，那边的工作人员又让我们原路返回,2025-10-07 发布点评,广西,2.0,1.0,1.0,0,0,朋友出游,0
244591309,想去看灯展的，结果验了门票才跟我说没有灯展的票，问她为什么不说了再验票，结果服务态度特别差，还说只能自己找人把票退了，不能退款。,2019-10-02 发布点评,,1.0,0.0,0.0,0,0,,0
736693312,票都买好了，居然扫了票之后又说要证件，为什么不直接在上面告知要实体证件，现在退票又那么麻烦，你想干什么，那么贪钱啊？退钱！！！,2025-10-04 发布点评,广西,3.0,1.0,1.0,0,0,朋友出游,0
207197202,垃圾玩意儿，服务态度超级差，管理超级差，只管卖票，不管服务质量，外地人别来玩，让青秀山继续作，把自己作死就会改变了。垃圾  垃圾啊,2025-03-19 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
176923489,非常的恶心购票经历，明明三日票跟一日票加一样，非要吃这种套餐坑别人,2026-02-10 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
8013043,37号车的后面服务人员，离樱花基地站就几十米，就是不给上车！！我跑过去也不停车！！！实在糟糕体验！！！差评,2025-12-06 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
335525613,青秀山很好，不明白为什么门票是不一样的，回来才知道人家在平台买的都是三日票，门口工作人员让扫码买的是单次的,2025-11-16 发布点评,广西,5.0,5.0,1.0,0,0,单独旅行,0
45962119,既然设定有老人票一栏，为什么只能购买一张老人票？害得我爸又跑去窗口重新买！我真的是服了,2020-05-27 发布点评,,1.0,1.0,1.0,1,0,其他出游,0
697935183,4点30到，就关门不让进了，票还不能退，那么远的路跑过来，心累,2025-05-01 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
164585476,携程太垃圾了……价格比某猪贵不说……还弄个一日票迷惑人，明明跟三日票是一样的价格，买错了客服也不给换,2025-12-25 发布点评,广西,5.0,1.0,1.0,0,0,朋友出游,0
395646684,工作人员态度很差，景区有蛇，体验很一般。,2025-07-21 发布点评,广西,1.0,1.0,1.0,1,0,其他出游,0
887393,非常不好，环境还行，服务太差，还是官老爷做法，不已顾客为中心,2019-06-13 发布点评,,1.0,0.0,0.0,2,0,,0
743325563,进去不到一小时出来后就不能进了，说一票3日游的呢，😭骗子,2026-02-05 发布点评,广西,5.0,4.0,2.0,0,0,朋友出游,0
242495565,浪费时间又浪费钱！这样景点还收费，。浪费时间又浪费钱！这样景点还收费，。,2019-09-15 发布点评,,1.0,0.0,0.0,1,0,,0
94332682,不值得，景区内景点分布很散，坐观光车5元一次，坐十次车都逛不完。而且景色就像一些普通的公园,2025-11-15 发布点评,广东,2.0,2.0,2.0,0,0,家庭亲子,0
279484288,景区没问题，评论主要是申诉携程这个垃圾品牌，*****，有问题也不处理解决，再也不会使用！,2025-07-15 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
346412255,外地人千万别去巨坑没有任何特色,2023-08-27 发布点评,广西,4.0,1.0,1.0,3,0,单独旅行,0
208027378,西门进门最左边的工作人员说不看花灯也要买两张票才能进西门，这违法了吧？,2019-10-02 发布点评,,1.0,0.0,0.0,1,0,,0
166952033,不值得，各种坐车买票，分段买，开会买，下车了上车还得买，而且风景很一般，再也不会去了,2026-02-06 发布点评,重庆,3.0,1.0,1.0,0,0,家庭亲子,0
395646684,工作人员态度很差，游玩体验很一般，景区有蛇。,2025-07-21 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
646711392,明明就不用另外买夜花园的票，*********,2024-09-04 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
208027378,不管是否看花灯，走西门就是得买两张票进一个人,2019-10-02 发布点评,,1.0,0.0,0.0,0,0,,0
709491194,工作人员说买老人票验票时不需要看身份证，到了验票口又需要拿身份证怀疑旅客身份，差劲,2025-12-29 发布点评,广西,5.0,4.0,1.0,0,0,陪同父母,0
365448692,去了好多次，越来越不行了，去景点好远，车费还很贵。。。真的6，两小时什么都逛不到。,2024-03-23 发布点评,广西,1.0,1.0,1.0,0,0,情侣夫妻,0
395646684,工作人员态度很差，景区有蛇，体验很一般。,2025-07-21 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
8255130,三日票也是20，门口扫码买的居然不是！下大雨，带着孩子出去换衣服，就进不去了！,2025-10-15 发布点评,广西,4.0,4.0,4.0,0,0,家庭亲子,0
566756827,一个字烂，就是普通的几座山修条马路就自命为风景区，缺钱就去开捐款，不用这样麻烦,2025-05-05 发布点评,江西,1.0,1.0,1.0,0,0,朋友出游,0
486341501,三日票和一日票没有明显表明，第二次来要重新买票，非三日票在第一个很容易买错！,2025-11-21 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
6424452,什么都没有还要收门票，就是环路走一圈，喂蚊子。😂😭,2023-08-15 发布点评,广东,1.0,1.0,1.0,1,0,家庭亲子,0
74206313,每年都一个鸟样，还规定四点半后原价，六点才开灯，樱花园都不给出去，不值。,2026-03-08 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
563594072,差评，坑，门票不贵，里面大有文章,2026-02-15 发布点评,天津,3.0,1.0,1.0,0,0,单独旅行,0
15690103,误导消费者，5点前20元也能看灯会，我下午买了张48元，看了个寂寞，坑人,2025-02-11 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
176267420,没什么新意好玩的地方风景也一般,2021-07-07 发布点评,,1.0,1.0,1.0,0,0,朋友出游,0
184092367,风景不错，但路牌指引一塌糊涂让人看不懂，施工隔离围挡把我给送出景区了,2025-08-20 发布点评,山东,4.0,4.0,2.0,0,0,其他出游,0
279484288,****************，有问题就知道逃避，不处理不解决！,2025-07-29 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
466757230,风景优美  风景很多游玩丰富,2025-02-02 发布点评,广西,5.0,2.0,1.0,0,0,单独旅行,0
106615890,人家不买夜门票只要提前去也能进入，那让我们这些买夜门票的怎么弄？,2024-08-09 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
80953682,人山人海挤死……………,2026-03-07 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
428903262,气死了，明明有一票三天的，非要搞个一天一次的出来，搞到我搞错了,2025-12-03 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
3117018,千万不要去，不是花期，,2025-02-01 发布点评,浙江,3.0,1.0,1.0,0,0,陪同父母,0
523427394,一个字差，两个字很差,2025-10-02 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
250591259,没有超时，不给验票，验票员变相让人改票，本来24变相收48,2026-03-07 发布点评,广西,5.0,3.0,1.0,0,0,其他出游,0
749202378,那么大个青秀山那么多好评热水都没有冲奶粉只能问外面的饭店了,2025-12-17 发布点评,广西,3.0,1.0,1.0,0,0,家庭亲子,0
279484288,携程这个垃圾平台，******有问题不处理，一直逃避！,2025-08-09 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
761583925,上个厕所排队半小时，最主要是和*音上宣传的天差地别,2026-02-21 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
511998777,景区内观光车运营很差，没有秩序，编辑后悔的一次行程,2024-10-03 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
241478876,夜场坑货，圈范围，本身白票在园内超过时间得买夜票,2025-10-27 发布点评,广西,1.0,1.0,1.0,0,0,情侣夫妻,0
214805672,居然要分开一次3日票和非一次3日票，意义何在？,2026-01-11 发布点评,广西,5.0,3.0,1.0,0,0,家庭亲子,0
386340565,两个人40块钱门票，进来不到一个小时就出去了！,2025-10-14 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
271881505,差评、房间彩光差，房卡半天进不去上下跑了几趟,2026-01-20 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
162476683,别来！！！被骗了！！！,2025-10-22 发布点评,广东,1.0,1.0,1.0,1,0,情侣夫妻,0
13573781,景区容纳能力有限  买的通票  魔毯和滑道都没玩到,2024-05-04 发布点评,江苏,4.0,4.0,1.0,0,0,朋友出游,0
522581759,门口的保安有点牛，没啥可看，没啥可玩。,2026-02-24 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
745570107,检票员是什么意思，这么不耐烦想干什么,2025-11-23 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
246622380,啥也没有啥也没有,2019-12-21 发布点评,,1.0,0.0,0.0,1,0,,0
15493459,**！临时有事去不了了，还不给退票,2021-08-03 发布点评,,1.0,1.0,1.0,0,0,其他出游,0
581988105,为什么和三日游票价一样、不给更换,2026-01-18 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
209565433,就是逛公园！还要收费也是第一次见,2024-07-31 发布点评,重庆,3.0,2.0,1.0,0,0,家庭亲子,0
118236785,门票贵。景点普普通通，虽说在景区,2021-10-07 发布点评,,1.0,1.0,1.0,0,0,其他出游,0
602967848,里面坐车一票一个站点，太坑了,2025-09-03 发布点评,广西,3.0,1.0,1.0,0,0,单独旅行,0
38280443,**国外留学的 只认国内学生证,2024-12-11 发布点评,广东,1.0,1.0,1.0,0,0,朋友出游,0
46441025,差，哈哈哈哈，一个迷你景区。,2024-02-14 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
692609375,为什么出来换个门进去就不行,2025-12-23 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
424701972,门口检票的人跟她着不起这急,2025-10-07 发布点评,广西,5.0,5.0,1.0,0,0,单独旅行,0
230598059,人太多，景区承受不住的人多,2025-05-05 发布点评,广东,5.0,1.0,1.0,0,0,家庭亲子,0
481569128,排队太长，又不能包车，差评,2024-12-12 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
2586622,服务很差，检票员态度恶劣,2026-03-06 发布点评,北京,1.0,1.0,1.0,0,0,家庭亲子,0
378951317,动物很可怜，活动空间很小,2026-01-28 发布点评,广西,1.0,1.0,2.0,0,0,家庭亲子,0
157593534,早上开门挺早，没有观光车,2025-09-08 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
629008941,整体上是好的，服务挺差的,2024-07-22 发布点评,广西,3.0,3.0,1.0,0,0,单独旅行,0
283757112,一塌糊涂，全是人工造景,2026-02-09 发布点评,江苏,1.0,1.0,1.0,0,0,情侣夫妻,0
113450854,垃圾景区，闭园不出通知,2023-10-14 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
440304,一种被价格忽悠的感觉。,2019-12-10 发布点评,,1.0,0.0,0.0,0,0,,0
563594072,一定不好玩，服务太差,2026-02-15 发布点评,天津,4.0,1.0,1.0,0,0,朋友出游,0
277812592,坑人进去一点都不好玩,2026-01-04 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
488653447,太大太热了，没啥看的,2025-05-03 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
501065846,不好玩，别去太拉胯了,2024-08-19 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
238011946,没有亮点，太垃圾了,2026-02-20 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
54544309,买票验票机制很垃圾,2025-10-02 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
343855559,物有所值，无线推荐,2024-08-08 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
2586622,检票人员态度极差,2026-02-27 发布点评,北京,1.0,1.0,1.0,0,0,家庭亲子,0
355343678,不好玩，服务差！,2026-02-21 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
213369406,真不怎么滴 还收费,2026-01-09 发布点评,广东,3.0,4.0,1.0,0,0,朋友出游,0
87015450,换平台购票真麻烦,2025-09-06 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
590498944,检票的蠢到爆了,2026-02-26 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
163817605,很差 服务态度差,2026-02-12 发布点评,江苏,1.0,1.0,1.0,0,0,朋友出游,0
683394379,不好玩，不好玩,2025-09-11 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
45642535,垃圾景区不要去,2025-05-08 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
15493459,**！不能退票,2021-08-03 发布点评,,1.0,1.0,1.0,0,0,情侣夫妻,0
692115504,体验感非常差,2026-01-01 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
159408635,很差很差很差,2025-10-08 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
734746061,恶心得想si,2025-09-24 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
231093166,一般一般一般,2025-04-30 发布点评,辽宁,1.0,1.0,1.0,0,0,其他出游,0
113450854,闭园不出通知,2023-10-14 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
113450854,闭园不出通知,2023-10-14 发布点评,广西,1.0,1.0,1.0,0,0,家庭亲子,0
27370008,宣传不真实,2026-02-02 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
749935093,垃圾景区。,2025-12-20 发布点评,广西,1.0,1.0,1.0,0,0,其他出游,0
739160027,不推荐游玩,2025-10-14 发布点评,广西,1.0,1.0,1.0,0,0,朋友出游,0
732134682,不值得去。,2025-09-13 发布点评,广西,1.0,1.0,1.0,0,0,单独旅行,0
595214739,不值得来。,2025-08-18 发布点评,广西,2.0,1.0,1.0,0,0,陪同父母,0
231093166,差差差差差,2025-04-30 发布点评,辽宁,1.0,1.0,1.0,0,0,其他出游,0
